block_id,route_id,original_trip_id,direction_id,trip_headsign,shape_id,service_id,trip_id
b_90,104,15312,1,PARCHEGGIO BASILE,1041,FR_merged_80005,15312_merged_90707
a_724,TRAM1,,0,STAZIONE CENTRALE,TRAM10,FR_merged_80003,13544
a_724,TRAM1,,1,ROCCELLA,TRAM11,FR_merged_80003,13545
a_724,TRAM1,,0,STAZIONE CENTRALE,TRAM10,FR_merged_80003,13546
a_724,TRAM1,,1,ROCCELLA,TRAM11,FR_merged_80003,13547
a_724,TRAM1,,0,STAZIONE CENTRALE,TRAM10,FR_merged_80003,13540
a_724,TRAM1,,1,ROCCELLA,TRAM11,FR_merged_80003,13541
a_724,TRAM1,,0,STAZIONE CENTRALE,TRAM10,FR_merged_80003,13542
a_724,TRAM1,,1,ROCCELLA,TRAM11,FR_merged_80003,13543
b_18,101,293,0,STAZIONE CENTRALE,1010,FR_merged_80005,293_merged_88493
b_220,226,,1,VIALE DEI PICCIOTTI,2261,FE_merged_80006,17383
a_151,110,,1,JOHN LENNON,1101,FR_merged_80003,16306
b_220,226,,1,VIALE DEI PICCIOTTI,2261,FE_merged_80006,17381
a_724,TRAM1,,0,STAZIONE CENTRALE,TRAM10,FR_merged_80003,13548
a_724,TRAM1,,1,ROCCELLA,TRAM11,FR_merged_80003,13549
a_228,230,4447,0,VILLACIAMBRA,2300,FE_merged_80004,4447_merged_80008
b_220,226,,1,VIALE DEI PICCIOTTI,2261,FE_merged_80006,17385
a_385,529,7441,0,OSPEDALE CERVELLO,5290,FE_merged_80004,7441_merged_83542
b_252,234,4818,0,STAZIONE CENTRALE,2340,FR_merged_80005,4818_merged_91906
a_403,544,7786,0,MONDELLO,5440,FE_merged_80004,7786_merged_85657
b_659,EXPR,,1,PARCHEGGIO BASILE,EXPR1,FE_merged_80006,23446
b_102,106,2150,0,STADIO,1060,FR_merged_80005,2150_merged_88970
b_126,108,2484,0,POLITEAMA,1080,FE_merged_80006,2484_merged_89890
b_347,380,,1,PARCHEGGIO BASILE,3801,FR_merged_80005,19577
b_67,102,14912,1,STAZ. NOTARBARTOLO,1021,FR_merged_80005,14912_merged_89658
b_346,380,,1,PARCHEGGIO BASILE,3801,FE_merged_80006,19575
b_15,101,202,1,STADIO,1011,FE_merged_80006,202_merged_90749
a_80,103,15171,1,JOHN LENNON,1031,FE_merged_80004,15171_merged_81068
b_233,230,17595,1,STAZIONE CENTRALE,2301,FR_merged_80005,17595_merged_87910
b_191,210,3756,0,VIALE DEI PICCIOTTI,2100,FR_merged_80005,3756_merged_90364
b_618,85,22671,1,PARCHEGGIO GALATEA,851,FR_merged_80005,22671_merged_86865
b_396,534,7651,0,BAIDA,5340,FR_merged_80005,7651_merged_89955
a_141,109,2728,0,STAZIONE CENTRALE,1090,FR_merged_80003,2728_merged_84160
a_499,628,9259,1,SFERRACAVALLO,6281,FR_merged_80003,9259_merged_80040
a_543,721,22107,1,CROCI,7211,FR_merged_80003,22107_merged_84975
b_486,625,21481,1,STADIO,6251,FR_merged_80005,21481_merged_88127
b_347,380,,1,PARCHEGGIO BASILE,3801,FR_merged_80005,19579
b_347,380,,1,PARCHEGGIO BASILE,3801,FR_merged_80005,19578
a_190,210,,1,PARCHEGGIO ORETO,2101,FE_merged_80004,17030
a_190,210,,1,PARCHEGGIO ORETO,2101,FE_merged_80004,17031
a_191,210,,1,PARCHEGGIO ORETO,2101,FR_merged_80003,17032
a_191,210,,1,PARCHEGGIO ORETO,2101,FR_merged_80003,17033
a_623,87,22831,1,MONDELLO (TORRE),871,FE_merged_80004,22831_merged_80530
a_191,210,,1,PARCHEGGIO ORETO,2101,FR_merged_80003,17035
a_191,210,,1,PARCHEGGIO ORETO,2101,FR_merged_80003,17036
a_191,210,,1,PARCHEGGIO ORETO,2101,FR_merged_80003,17037
a_191,210,,1,PARCHEGGIO ORETO,2101,FR_merged_80003,17038
a_116,107,2352,0,STADIO,1070,FR_merged_80003,2352_merged_82857
a_549,731,10290,0,CROCI,7310,FR_merged_80003,10290_merged_86354
b_687,N12,23780,1,VIA SARULLO,N121,FE_merged_80006,23780_merged_89970
a_423,603,20725,1,STADIO,6031,FR_merged_80003,20725_merged_83608
a_264,237,18058,1,PARCHEGGIO ORETO,2371,FE_merged_80004,18058_merged_86613
a_405,544,7805,0,MONDELLO,5440,FR_merged_80003,7805_merged_82409
a_179,134,3497,0,PIAZZA XIII VITTIME,1340,FR_merged_80003,3497_merged_80428
a_402,544,20492,1,JOHN LENNON,5441,FE_merged_80004,20492_merged_86145
b_191,210,3754,0,VIALE DEI PICCIOTTI,2100,FR_merged_80005,3754_merged_90362
a_524,675,9789,0,OSPEDALE CERVELLO,6750,FR_merged_80003,9789_merged_84937
b_448,614,8413,0,PARTANNA - MONDELLO,6140,FR_merged_80005,8413_merged_89268
b_659,EXPR,,1,PARCHEGGIO BASILE,EXPR1,FE_merged_80006,23454
b_719,TRAM1,13371,0,STAZIONE CENTRALE,TRAM10,FR_merged_80005,13371_merged_91545
a_643,ARANC,12399,0,INDIPENDENZA,ARANC0,FE_merged_80004,12399_merged_83269
b_689,N12,23791,1,VIA SARULLO,N121,FR_merged_80005,23791_merged_90673
a_643,ARANC,23248,1,PORTA FELICE,ARANC1,FE_merged_80004,23248_merged_80469
b_444,614,8367,0,PARTANNA - MONDELLO,6140,FR_merged_80005,8367_merged_91731
b_701,N21,,0,BRANCACCIO,N210,FE_merged_80006,13095
a_616,85,11819,0,VALDESI,850,FE_merged_80004,11819_merged_80839
b_267,237,5062,0,STAZIONE CENTRALE,2370,FR_merged_80005,5062_merged_90786
a_561,806,10537,0,MONDELLO,8060,FE_merged_80004,10537_merged_80651
a_430,606,20799,1,STADIO,6061,FE_merged_80004,20799_merged_86222
a_140,109,16062,1,PARCHEGGIO BASILE,1091,FR_merged_80003,16062_merged_80127
b_597,812,11354,1,PORTO,8121,FR_merged_80005,11354_merged_92257
a_531,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80004,21927
a_531,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80004,21926
a_531,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80004,21925
a_531,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80004,21924
a_531,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80004,21923
a_531,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80004,21922
a_531,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80004,21921
a_461,616,8578,0,BARCARELLO,6160,FR_merged_80003,8578_merged_83092
a_294,246,5659,0,STAZIONE CENTRALE,2460,FR_merged_80003,5659_merged_80700
b_346,380,6664,0,MOLARA,3800,FE_merged_80006,6664_merged_89396
a_531,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80004,21929
a_531,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80004,21928
a_405,544,,1,JOHN LENNON,5441,FR_merged_80003,20520
a_405,544,,1,JOHN LENNON,5441,FR_merged_80003,20521
a_405,544,,1,JOHN LENNON,5441,FR_merged_80003,20522
a_405,544,,1,JOHN LENNON,5441,FR_merged_80003,20523
a_405,544,,1,JOHN LENNON,5441,FR_merged_80003,20524
a_405,544,,1,JOHN LENNON,5441,FR_merged_80003,20525
a_405,544,,1,JOHN LENNON,5441,FR_merged_80003,20526
a_405,544,,1,JOHN LENNON,5441,FR_merged_80003,20527
a_405,544,,1,JOHN LENNON,5441,FR_merged_80003,20528
a_406,544,,1,JOHN LENNON,5441,FR_merged_80003,20529
b_317,309,6144,0,ROCCA,3090,FE_merged_80006,6144_merged_90975
a_534,704,,0,POLITEAMA,7040,FR_merged_80003,10006
b_115,107,2340,0,STADIO,1070,FR_merged_80005,2340_merged_93207
a_159,118,3116,0,STAZ. NOTARBARTOLO,1180,FR_merged_80003,3116_merged_82609
b_608,84,22424,1,MONDELLO (TORRE),841,FR_merged_80005,22424_merged_88001
b_433,606,,1,STADIO,6061,FR_merged_80005,20788
b_251,234,4795,0,STAZIONE CENTRALE,2340,FR_merged_80005,4795_merged_90876
a_17,101,289,0,STAZIONE CENTRALE,1010,FE_merged_80004,289_merged_84993
b_80,103,,1,JOHN LENNON,1031,FE_merged_80006,15131
b_200,212,3924,0,CROCEVERDE,2120,FR_merged_80005,3924_merged_91860
a_186,209,,1,PARCHEGGIO ORETO,2091,FR_merged_80003,16925
a_186,209,,1,PARCHEGGIO ORETO,2091,FR_merged_80003,16924
a_249,234,17852,1,VIA ORETO,2341,FE_merged_80004,17852_merged_82829
a_186,209,,1,PARCHEGGIO ORETO,2091,FR_merged_80003,16926
a_186,209,,1,PARCHEGGIO ORETO,2091,FR_merged_80003,16921
a_186,209,,1,PARCHEGGIO ORETO,2091,FR_merged_80003,16920
a_639,ARANC,23189,1,PORTA FELICE,ARANC1,FE_merged_80004,23189_merged_81589
a_186,209,,1,PARCHEGGIO ORETO,2091,FR_merged_80003,16922
a_321,309,,1,PARCHEGGIO BASILE,3091,FR_merged_80003,19189
a_186,209,,1,PARCHEGGIO ORETO,2091,FR_merged_80003,16929
a_186,209,,1,PARCHEGGIO ORETO,2091,FR_merged_80003,16928
b_523,675,9762,0,OSPEDALE CERVELLO,6750,FE_merged_80006,9762_merged_88598
b_26,101,492,0,STAZIONE CENTRALE,1010,FR_merged_80005,492_merged_87738
a_441,614,20982,1,STADIO,6141,FE_merged_80004,20982_merged_86594
b_409,544,20515,1,JOHN LENNON,5441,FR_merged_80005,20515_merged_93234
a_281,243,18449,1,STAZIONE CENTRALE,2431,FE_merged_80004,18449_merged_81895
a_213,224,4152,0,STAZIONE CENTRALE,2240,FR_merged_80003,4152_merged_85851
a_26,101,508,0,STAZIONE CENTRALE,1010,FR_merged_80003,508_merged_85799
a_717,TRAM1,13358,1,ROCCELLA,TRAM11,FE_merged_80004,13358_merged_84569
a_23,101,430,1,STADIO,1011,FR_merged_80003,430_merged_82138
a_321,309,,0,ROCCA,3090,FR_merged_80003,6209
a_295,246,5679,0,STAZIONE CENTRALE,2460,FR_merged_80003,5679_merged_80468
a_378,513,7312,0,S. GIOVANNI APOSTOLO,5130,FR_merged_80003,7312_merged_85644
b_356,422,6880,0,BORGO NUOVO,4220,FE_merged_80006,6880_merged_89251
b_472,619,,1,STADIO,6191,FR_merged_80005,21261
a_115,107,,1,STAZIONE CENTRALE,1071,FR_merged_80003,15719
a_115,107,,1,STAZIONE CENTRALE,1071,FR_merged_80003,15718
a_115,107,,1,STAZIONE CENTRALE,1071,FR_merged_80003,15717
a_115,107,,1,STAZIONE CENTRALE,1071,FR_merged_80003,15716
a_115,107,,1,STAZIONE CENTRALE,1071,FR_merged_80003,15715
a_115,107,,1,STAZIONE CENTRALE,1071,FR_merged_80003,15714
a_115,107,,1,STAZIONE CENTRALE,1071,FR_merged_80003,15713
a_115,107,,1,STAZIONE CENTRALE,1071,FR_merged_80003,15712
a_352,389,,0,INDIPENDENZA,3890,FE_merged_80004,6800
a_115,107,,1,STAZIONE CENTRALE,1071,FR_merged_80003,15710
b_523,675,,0,OSPEDALE CERVELLO,6750,FE_merged_80006,9744
b_523,675,,0,OSPEDALE CERVELLO,6750,FE_merged_80006,9745
b_753,TRAM3,14341,0,STAZ. NOTARBARTOLO,TRAM30,FR_merged_80005,14341_merged_86975
b_523,675,,0,OSPEDALE CERVELLO,6750,FE_merged_80006,9747
b_760,TRAM4,23941,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80006,23941_merged_87863
b_267,237,18084,1,PARCHEGGIO ORETO,2371,FR_merged_80005,18084_merged_90563
b_523,675,,0,OSPEDALE CERVELLO,6750,FE_merged_80006,9743
b_547,731,10247,0,CROCI,7310,FE_merged_80006,10247_merged_89349
a_23,101,434,1,STADIO,1011,FR_merged_80003,434_merged_82134
b_523,675,,0,OSPEDALE CERVELLO,6750,FE_merged_80006,9748
b_688,N12,23786,1,VIA SARULLO,N121,FE_merged_80006,23786_merged_89505
a_190,210,17020,1,PARCHEGGIO ORETO,2101,FE_merged_80004,17020_merged_86693
a_571,806,10779,0,MONDELLO,8060,FR_merged_80003,10779_merged_83790
a_100,106,15517,1,PARCHEGGIO EMIRI,1061,FE_merged_80004,15517_merged_82708
b_483,625,,1,STADIO,6251,FE_merged_80006,21434
b_483,625,,1,STADIO,6251,FE_merged_80006,21437
b_523,675,9763,0,OSPEDALE CERVELLO,6750,FE_merged_80006,9763_merged_88599
b_483,625,,1,STADIO,6251,FE_merged_80006,21431
b_618,85,11838,0,VALDESI,850,FR_merged_80005,11838_merged_87309
b_151,110,2968,0,INDIPENDENZA,1100,FR_merged_80005,2968_merged_89562
b_705,N21,13124,0,BRANCACCIO,N210,FR_merged_80005,13124_merged_90951
b_772,224P,4120,1,VILLABATE,224P1,FR_merged_80005,4120_merged_89485
a_595,812,11337,0,MONTEPELLEGRINO,8120,FR_merged_80003,11337_merged_85677
a_496,628,9192,0,STADIO,6280,FE_merged_80004,9192_merged_80405
b_117,107,15700,1,STAZIONE CENTRALE,1071,FR_merged_80005,15700_merged_86931
b_751,TRAM3,14280,1,CEP,TRAM31,FE_merged_80006,14280_merged_92602
b_17,101,283,0,STAZIONE CENTRALE,1010,FE_merged_80006,283_merged_91760
b_243,231,17731,1,STAZIONE CENTRALE,2311,FR_merged_80005,17731_merged_88420
b_602,812,11448,0,MONTEPELLEGRINO,8120,FR_merged_80005,11448_merged_91062
a_672,N11_merged_80001,23783,1,CASA DEL  SOLE,N111,FE_merged_80004,23783_merged_82745
b_29,101,574,1,STADIO,1011,FR_merged_80005,574_merged_88310
b_264,237,,1,PARCHEGGIO ORETO,2371,FE_merged_80006,18015
b_432,606,8163,0,MONDELLO,6060,FE_merged_80006,8163_merged_91961
a_20,101,344,0,STAZIONE CENTRALE,1010,FR_merged_80003,344_merged_85101
b_434,606,,1,STADIO,6061,FR_merged_80005,20793
b_69,102,14952,1,STAZ. NOTARBARTOLO,1021,FR_merged_80005,14952_merged_89235
a_70,102,1592,0,STAZIONE CENTRALE,1020,FR_merged_80003,1592_merged_84197
a_228,230,17580,1,STAZIONE CENTRALE,2301,FE_merged_80004,17580_merged_84674
a_192,210,,1,PARCHEGGIO ORETO,2101,FR_merged_80003,17066
b_560,806,10505,1,POLITEAMA,8061,FE_merged_80006,10505_merged_90430
b_230,230,4473,0,VILLACIAMBRA,2300,FR_merged_80005,4473_merged_88879
b_12,101,124,0,STAZIONE CENTRALE,1010,FE_merged_80006,124_merged_89902
a_643,ARANC,23255,1,PORTA FELICE,ARANC1,FE_merged_80004,23255_merged_83732
b_558,806,10453,1,POLITEAMA,8061,FE_merged_80006,10453_merged_88051
a_608,84,11602,0,VALDESI,840,FR_merged_80003,11602_merged_80992
a_714,TRAM1,13263,1,ROCCELLA,TRAM11,FE_merged_80004,13263_merged_85298
a_405,544,7808,0,MONDELLO,5440,FR_merged_80003,7808_merged_82414
b_303,304,18859,1,INDIPENDENZA,3041,FR_merged_80005,18859_merged_88520
b_633,88,,1,PUNTA BARCARELLO,881,FR_merged_80005,22987
b_606,84,22381,1,MONDELLO (TORRE),841,FR_merged_80005,22381_merged_87095
a_340,364,6537,0,AQUINO,3640,FE_merged_80004,6537_merged_84961
b_559,806,10479,0,MONDELLO,8060,FE_merged_80006,10479_merged_87816
a_434,606,8206,0,MONDELLO,6060,FR_merged_80003,8206_merged_85130
b_550,731,22183,1,VERGINE MARIA,7311,FR_merged_80005,22183_merged_92736
b_264,237,,1,PARCHEGGIO ORETO,2371,FE_merged_80006,17996
b_24,101,446,0,STAZIONE CENTRALE,1010,FR_merged_80005,446_merged_91477
a_715,TRAM1,13312,1,ROCCELLA,TRAM11,FE_merged_80004,13312_merged_84043
a_669,N11_merged_80001,12935,0,VIA SARULLO,N110,FE_merged_80004,12935_merged_82107
b_185,209,3599,0,FALSOMIELE,2090,FE_merged_80006,3599_merged_87793
a_160,118,3134,0,STAZ. NOTARBARTOLO,1180,FR_merged_80003,3134_merged_82803
a_334,327,,1,BOCCADIFALCO,3271,FR_merged_80003,19370
b_285,243,5474,0,BONAGIA,2430,FR_merged_80005,5474_merged_92094
a_101,106,2137,0,STADIO,1060,FE_merged_80004,2137_merged_82874
a_346,380,6652,0,MOLARA,3800,FE_merged_80004,6652_merged_83351
b_209,224,4067,1,POMARA,2241,FE_merged_80006,4067_merged_88005
a_228,230,4443,0,VILLACIAMBRA,2300,FE_merged_80004,4443_merged_86768
b_177,134,,1,JOHN LENNON,1341,FE_merged_80006,16716
a_486,625,,1,STADIO,6251,FR_merged_80003,21542
a_359,422,6942,0,BORGO NUOVO,4220,FR_merged_80003,6942_merged_81676
b_89,104,1927,0,VIA D. DELLA VERDURA,1040,FE_merged_80006,1927_merged_92513
a_618,85,,0,VALDESI,850,FR_merged_80003,11861
b_356,422,6891,0,BORGO NUOVO,4220,FE_merged_80006,6891_merged_92806
a_67,102,1527,0,STAZIONE CENTRALE,1020,FR_merged_80003,1527_merged_86283
a_741,TRAM2,13998,1,BORGO NUOVO,TRAM21,FE_merged_80004,13998_merged_83571
a_719,TRAM1,13396,1,ROCCELLA,TRAM11,FR_merged_80003,13396_merged_83039
a_307,307,5993,0,BORGO NUOVO,3070,FE_merged_80004,5993_merged_83346
a_395,534,7632,0,BAIDA,5340,FE_merged_80004,7632_merged_82928
a_569,806,10735,0,MONDELLO,8060,FR_merged_80003,10735_merged_83264
a_496,628,9205,1,SFERRACAVALLO,6281,FE_merged_80004,9205_merged_83006
b_64,102,14867,1,STAZ. NOTARBARTOLO,1021,FE_merged_80006,14867_merged_87068
a_103,106,2167,0,STADIO,1060,FR_merged_80003,2167_merged_86009
b_402,544,7766,0,MONDELLO,5440,FE_merged_80006,7766_merged_90724
b_69,102,1570,0,STAZIONE CENTRALE,1020,FR_merged_80005,1570_merged_90210
b_659,EXPR,,0,INDIPENDENZA,EXPR0,FE_merged_80006,12657
b_285,243,5473,0,BONAGIA,2430,FR_merged_80005,5473_merged_88782
b_340,364,6524,0,AQUINO,3640,FE_merged_80006,6524_merged_88217
b_525,675,9811,0,OSPEDALE CERVELLO,6750,FR_merged_80005,9811_merged_87729
b_179,134,3506,0,PIAZZA XIII VITTIME,1340,FR_merged_80005,3506_merged_93193
a_334,327,,1,BOCCADIFALCO,3271,FR_merged_80003,19379
b_342,364,19482,1,PARCHEGGIO BASILE,3641,FR_merged_80005,19482_merged_87511
b_716,TRAM1,13293,1,ROCCELLA,TRAM11,FE_merged_80006,13293_merged_90381
b_295,246,5683,0,STAZIONE CENTRALE,2460,FR_merged_80005,5683_merged_89497
a_617,85,11829,0,VALDESI,850,FR_merged_80003,11829_merged_83791
b_408,544,7841,0,MONDELLO,5440,FR_merged_80005,7841_merged_88741
b_502,628,9322,0,STADIO,6280,FR_merged_80005,9322_merged_88509
b_191,210,,1,PARCHEGGIO ORETO,2101,FR_merged_80005,17008
a_281,243,18456,1,STAZIONE CENTRALE,2431,FE_merged_80004,18456_merged_85161
b_221,226,4297,0,POMARA,2260,FR_merged_80005,4297_merged_88926
b_220,226,4278,0,POMARA,2260,FE_merged_80006,4278_merged_88328
a_600,812,11423,1,PORTO,8121,FE_merged_80004,11423_merged_84549
b_618,85,22676,1,PARCHEGGIO GALATEA,851,FR_merged_80005,22676_merged_86858
a_760,TRAM4,14613,0,CALATAFIMI,TRAM40,FE_merged_80004,14613_merged_83051
a_753,TRAM3,,1,CEP,TRAM31,FR_merged_80003,14408
a_753,TRAM3,,0,STAZ. NOTARBARTOLO,TRAM30,FR_merged_80003,14409
b_293,246,5627,0,STAZIONE CENTRALE,2460,FE_merged_80006,5627_merged_90221
a_615,85,11791,0,VALDESI,850,FE_merged_80004,11791_merged_80618
a_753,TRAM3,,0,STAZ. NOTARBARTOLO,TRAM30,FR_merged_80003,14405
a_753,TRAM3,,1,CEP,TRAM31,FR_merged_80003,14406
a_753,TRAM3,,0,STAZ. NOTARBARTOLO,TRAM30,FR_merged_80003,14407
a_753,TRAM3,,1,CEP,TRAM31,FR_merged_80003,14400
a_753,TRAM3,,0,STAZ. NOTARBARTOLO,TRAM30,FR_merged_80003,14401
a_753,TRAM3,,1,CEP,TRAM31,FR_merged_80003,14402
a_753,TRAM3,,0,STAZ. NOTARBARTOLO,TRAM30,FR_merged_80003,14403
a_499,628,9256,0,STADIO,6280,FR_merged_80003,9256_merged_80252
b_722,TRAM1,13448,0,STAZIONE CENTRALE,TRAM10,FR_merged_80005,13448_merged_88613
b_498,628,9231,1,SFERRACAVALLO,6281,FR_merged_80005,9231_merged_92206
a_721,TRAM1,13473,0,STAZIONE CENTRALE,TRAM10,FR_merged_80003,13473_merged_85618
a_66,102,1524,0,STAZIONE CENTRALE,1020,FE_merged_80004,1524_merged_86282
b_594,812,11315,1,PORTO,8121,FE_merged_80006,11315_merged_92724
a_33,101,,0,STAZIONE CENTRALE,1010,FR_merged_80003,684
a_27,101,515,0,STAZIONE CENTRALE,1010,FR_merged_80003,515_merged_82266
a_474,619,,0,S. FILIPPO NERI,6190,FR_merged_80003,8769
a_474,619,,0,S. FILIPPO NERI,6190,FR_merged_80003,8768
a_342,364,,1,PARCHEGGIO BASILE,3641,FR_merged_80003,19526
a_442,614,20988,1,STADIO,6141,FE_merged_80004,20988_merged_86589
b_229,230,4461,0,VILLACIAMBRA,2300,FE_merged_80006,4461_merged_88206
b_568,806,10700,0,MONDELLO,8060,FR_merged_80005,10700_merged_86807
a_543,721,22124,1,CROCI,7211,FR_merged_80003,22124_merged_84746
a_486,625,,1,STADIO,6251,FR_merged_80003,21547
b_571,806,10767,0,MONDELLO,8060,FR_merged_80005,10767_merged_87064
b_525,675,9807,0,OSPEDALE CERVELLO,6750,FR_merged_80005,9807_merged_89274
b_276,241,5291,0,FALSOMIELE,2410,FR_merged_80005,5291_merged_92178
a_616,85,11821,0,VALDESI,850,FE_merged_80004,11821_merged_83796
a_742,TRAM2,14044,0,STAZ. NOTARBARTOLO,TRAM20,FE_merged_80004,14044_merged_82435
b_142,109,2750,0,STAZIONE CENTRALE,1090,FR_merged_80005,2750_merged_91203
a_441,614,8343,0,PARTANNA - MONDELLO,6140,FE_merged_80004,8343_merged_84727
b_624,87,11961,0,PARTANNA MONDELLO,870,FE_merged_80006,11961_merged_92195
a_607,84,11599,0,VALDESI,840,FR_merged_80003,11599_merged_81845
b_341,364,6545,0,AQUINO,3640,FR_merged_80005,6545_merged_91842
b_21,101,374,0,STAZIONE CENTRALE,1010,FR_merged_80005,374_merged_88582
a_618,85,,0,VALDESI,850,FR_merged_80003,11865
a_717,TRAM1,13354,1,ROCCELLA,TRAM11,FE_merged_80004,13354_merged_84565
a_1,100,6,0,TOMMASO NATALE,1000,FR_merged_80003,6_merged_80939
a_292,246,,0,STAZIONE CENTRALE,2460,FE_merged_80004,5623
b_16,101,257,1,STADIO,1011,FE_merged_80006,257_merged_87035
a_430,606,20805,1,STADIO,6061,FE_merged_80004,20805_merged_81135
b_201,212,3931,0,CROCEVERDE,2120,FR_merged_80005,3931_merged_87746
a_572,806,10798,0,MONDELLO,8060,FR_merged_80003,10798_merged_82561
b_292,246,,1,OSPEDALE CIVICO,2461,FE_merged_80006,18599
a_641,ARANC,12368,0,INDIPENDENZA,ARANC0,FE_merged_80004,12368_merged_86345
a_640,ARANC,23202,1,PORTA FELICE,ARANC1,FE_merged_80004,23202_merged_80958
b_647,ARANC,12451,0,INDIPENDENZA,ARANC0,FR_merged_80005,12451_merged_90502
b_702,N21,,1,STAZIONE CENTRALE,N211,FE_merged_80006,23846
b_32,101,637,0,STAZIONE CENTRALE,1010,FR_merged_80005,637_merged_92577
b_129,108,,0,POLITEAMA,1080,FR_merged_80005,2524
a_64,102,14907,1,STAZ. NOTARBARTOLO,1021,FE_merged_80004,14907_merged_86243
b_660,EXPR,12691,0,INDIPENDENZA,EXPR0,FE_merged_80006,12691_merged_88944
a_445,614,8393,0,PARTANNA - MONDELLO,6140,FR_merged_80003,8393_merged_81691
b_608,84,22445,1,MONDELLO (TORRE),841,FR_merged_80005,22445_merged_88724
a_644,ARANC,,1,PORTA FELICE,ARANC1,FR_merged_80003,23275
a_644,ARANC,,1,PORTA FELICE,ARANC1,FR_merged_80003,23274
a_645,ARANC,,1,PORTA FELICE,ARANC1,FR_merged_80003,23277
a_307,307,,0,BORGO NUOVO,3070,FE_merged_80004,5996
a_644,ARANC,,1,PORTA FELICE,ARANC1,FR_merged_80003,23271
a_644,ARANC,,1,PORTA FELICE,ARANC1,FR_merged_80003,23270
a_644,ARANC,,1,PORTA FELICE,ARANC1,FR_merged_80003,23273
a_644,ARANC,,1,PORTA FELICE,ARANC1,FR_merged_80003,23272
a_598,812,11389,1,PORTO,8121,FR_merged_80003,11389_merged_81712
b_607,84,,0,VALDESI,840,FR_merged_80005,11574
a_645,ARANC,,1,PORTA FELICE,ARANC1,FR_merged_80003,23279
a_645,ARANC,,1,PORTA FELICE,ARANC1,FR_merged_80003,23278
a_497,628,9227,0,STADIO,6280,FE_merged_80004,9227_merged_82761
a_140,109,16070,1,PARCHEGGIO BASILE,1091,FR_merged_80003,16070_merged_83342
b_661,EXPR,12722,0,INDIPENDENZA,EXPR0,FR_merged_80005,12722_merged_92130
a_564,806,10615,1,POLITEAMA,8061,FE_merged_80004,10615_merged_84905
b_567,806,10662,1,POLITEAMA,8061,FR_merged_80005,10662_merged_88137
a_334,327,,1,BOCCADIFALCO,3271,FR_merged_80003,19380
a_334,327,,1,BOCCADIFALCO,3271,FR_merged_80003,19381
a_334,327,,1,BOCCADIFALCO,3271,FR_merged_80003,19382
b_701,N21,,1,STAZIONE CENTRALE,N211,FE_merged_80006,23841
b_23,101,420,1,STADIO,1011,FR_merged_80005,420_merged_92236
a_243,231,4678,0,POMARA,2310,FR_merged_80003,4678_merged_85584
b_332,327,,0,INDIPENDENZA,3270,FE_merged_80006,6356
b_743,TRAM2,14019,0,STAZ. NOTARBARTOLO,TRAM20,FR_merged_80005,14019_merged_92974
b_212,224,4121,1,POMARA,2241,FR_merged_80005,4121_merged_89484
b_761,TRAM4,14593,0,CALATAFIMI,TRAM40,FR_merged_80005,14593_merged_91221
a_752,TRAM3,14367,1,CEP,TRAM31,FR_merged_80003,14367_merged_80953
a_282,243,5431,0,BONAGIA,2430,FE_merged_80004,5431_merged_81550
a_29,101,567,1,STADIO,1011,FR_merged_80003,567_merged_85055
b_282,243,5423,0,BONAGIA,2430,FE_merged_80006,5423_merged_91827
a_433,606,8201,0,MONDELLO,6060,FR_merged_80003,8201_merged_86504
a_366,442,7068,0,UDITORE,4420,FR_merged_80003,7068_merged_81904
a_185,209,3600,0,FALSOMIELE,2090,FE_merged_80004,3600_merged_81251
b_446,614,8387,0,PARTANNA - MONDELLO,6140,FR_merged_80005,8387_merged_91968
b_91,104,15330,1,PARCHEGGIO BASILE,1041,FR_merged_80005,15330_merged_88918
b_27,101,522,0,STAZIONE CENTRALE,1010,FR_merged_80005,522_merged_92339
b_332,327,,0,INDIPENDENZA,3270,FE_merged_80006,6357
b_421,603,8017,0,MONDELLO,6030,FR_merged_80005,8017_merged_86840
a_117,107,2365,0,STADIO,1070,FR_merged_80003,2365_merged_86197
b_160,118,3139,0,STAZ. NOTARBARTOLO,1180,FR_merged_80005,3139_merged_90446
b_560,806,10492,0,MONDELLO,8060,FE_merged_80006,10492_merged_89437
a_495,628,9177,0,STADIO,6280,FE_merged_80004,9177_merged_86288
a_433,606,8195,0,MONDELLO,6060,FR_merged_80003,8195_merged_86707
b_561,806,10507,0,MONDELLO,8060,FE_merged_80006,10507_merged_90432
a_141,109,2730,0,STAZIONE CENTRALE,1090,FR_merged_80003,2730_merged_83634
b_138,109,,1,PARCHEGGIO BASILE,1091,FE_merged_80006,15970
a_341,364,6546,0,AQUINO,3640,FR_merged_80003,6546_merged_85078
